win_probability,pot_odds,street,stack_to_pot,opponent_bet_ratio,players_left,action,won_hand
0.4,0.0,1,33.0,0.0,3,call,False
0.5,0.0,1,33.0,0.0,3,call,False
0.34,0.0,1,33.0,0.0,3,call,True
0.48,0.0,2,33.0,0.0,3,call,False
0.38,0.0,2,33.0,0.0,3,call,False
0.5,0.0,2,33.0,0.0,3,call,True
0.0,0.0,3,33.0,0.0,3,call,False
0.38,0.0,3,33.0,0.0,3,call,False
0.86,0.0,3,33.0,0.0,3,raise,True
0.02,0.4852941176470588,3,1.8857142857142857,0.9428571428571428,3,fold,False
0.54,0.4852941176470588,3,1.8857142857142857,0.9428571428571428,2,call,False
0.24,0.4,0,66.66666666666667,0.6666666666666666,3,fold,False
0.46,0.25,0,66.33333333333333,0.3333333333333333,2,call,True
0.56,0.0,0,49.5,0.0,2,call,False
0.36,0.0,1,49.5,0.0,2,call,True
0.44,0.0,1,49.5,0.0,2,call,False
0.54,0.0,2,49.5,0.0,2,call,True
0.48,0.0,2,49.5,0.0,2,call,False
0.4,0.0,3,49.5,0.0,2,call,True
0.36,0.0,3,49.5,0.0,2,call,False
0.36,0.4,0,66.66666666666667,0.6666666666666666,3,fold,False
0.72,0.25,0,66.33333333333333,0.3333333333333333,2,raise,False
0.64,0.3333333333333333,0,24.75,0.5,2,call,True
0.66,0.0,1,16.166666666666668,0.0,2,raise,False
0.7,0.2,1,12.125,0.25,2,raise,True
0.48,0.14285714285714285,1,7.916666666666667,0.16666666666666666,2,call,False
0.4,0.0,2,6.642857142857143,0.0,2,call,False
0.6,0.0,2,6.642857142857143,0.0,2,call,True
0.72,0.0,3,6.642857142857143,0.0,2,raise,False
0.68,0.25,3,4.428571428571429,0.3333333333333333,2,raise,True
0.7,0.21428571428571427,3,2.2337662337662336,0.2727272727272727,2,raise,False
0.64,0.03773584905660377,3,1.4803921568627452,0.0392156862745098,2,call,True
0.32,0.4,0,66.66666666666667,0.6666666666666666,3,fold,False
0.5,0.25,0,66.33333333333333,0.3333333333333333,2,call,False
0.66,0.0,0,49.5,0.0,2,raise,True
0.42,0.3333333333333333,0,24.75,0.5,2,call,False
0.28,0.0,1,16.166666666666668,0.0,2,call,False
0.42,0.0,1,16.166666666666668,0.0,2,call,True
0.08,0.0,2,16.166666666666668,0.0,2,call,False
0.36,0.0,2,16.166666666666668,0.0,2,call,True
0.04,0.0,3,16.166666666666668,0.0,2,call,False
0.44,0.0,3,16.166666666666668,0.0,2,call,True
0.44,0.4,0,66.66666666666667,0.6666666666666666,3,call,True
0.36,0.16666666666666666,0,39.8,0.2,3,call,False
0.3,0.0,0,33.0,0.0,3,call,False
0.32,0.0,1,33.0,0.0,3,call,False
0.44,0.0,1,33.0,0.0,3,call,False
0.66,0.0,1,33.0,0.0,3,raise,True
0.28,0.2857142857142857,1,19.8,0.4,3,fold,False
0.56,0.2857142857142857,1,19.8,0.4,2,call,False
0.46,0.0,2,13.857142857142858,0.0,2,call,False
0.9,0.0,2,13.857142857142858,0.0,2,raise,True
0.5,0.25,2,9.238095238095237,0.3333333333333333,2,call,False
0.38,0.0,3,6.678571428571429,0.0,2,call,False
0.96,0.0,3,6.678571428571429,0.0,2,raise,True
0.52,0.25,3,4.4523809523809526,0.3333333333333333,2,call,False
0.34,0.4,0,66.66666666666667,0.6666666666666666,3,fold,False
0.5,0.25,0,66.33333333333333,0.3333333333333333,2,call,True
0.34,0.0,0,49.5,0.0,2,call,False
0.44,0.0,1,49.5,0.0,2,call,True
0.26,0.0,1,49.5,0.0,2,call,False
0.44,0.0,2,49.5,0.0,2,call,True
0.1,0.0,2,49.5,0.0,2,call,False
1.0,0.0,3,49.5,0.0,2,raise,True
0.14,0.4900990099009901,3,1.9223300970873787,0.9611650485436893,2,fold,False
0.3,0.4,0,66.66666666666667,0.6666666666666666,3,fold,False
0.42,0.25,0,66.33333333333333,0.3333333333333333,2,call,True
0.5,0.0,0,49.5,0.0,2,call,False
0.66,0.0,1,49.5,0.0,2,raise,True
0.66,0.3333333333333333,1,24.75,0.5,2,raise,False
0.54,0.2,1,12.125,0.25,2,call,True
0.44,0.0,2,9.5,0.0,2,call,True
0.44,0.0,2,9.5,0.0,2,call,False
0.58,0.0,3,9.5,0.0,2,call,True
0.2,0.0,3,9.5,0.0,2,call,False
0.34,0.4,0,66.66666666666667,0.6666666666666666,3,fold,False
0.46,0.25,0,66.33333333333333,0.3333333333333333,2,call,False
0.54,0.0,0,49.5,0.0,2,call,True
0.36,0.0,1,49.5,0.0,2,call,False
0.52,0.0,1,49.5,0.0,2,call,True
0.18,0.0,2,49.5,0.0,2,call,False
0.4,0.0,2,49.5,0.0,2,call,True
0.0,0.0,3,49.5,0.0,2,call,False
0.18,0.0,3,49.5,0.0,2,call,True
0.52,0.4,0,66.66666666666667,0.6666666666666666,3,call,False
0.34,0.16666666666666666,0,39.8,0.2,3,call,False
0.46,0.0,0,33.0,0.0,3,call,True
0.12,0.0,1,33.0,0.0,3,call,False
0.34,0.0,1,33.0,0.0,3,call,True
0.28,0.0,1,33.0,0.0,3,call,False
0.3,0.0,2,33.0,0.0,3,call,False
0.54,0.0,2,33.0,0.0,3,call,True
0.08,0.0,2,33.0,0.0,3,call,False
0.12,0.0,3,33.0,0.0,3,call,False
0.9,0.0,3,33.0,0.0,3,raise,True
0.12,0.4852941176470588,3,1.8857142857142857,0.9428571428571428,3,fold,False
0.46,0.4852941176470588,3,1.8857142857142857,0.9428571428571428,2,fold,False
